tweet_id,arg_id,message
2196,2196-3,\nAnd I would give you anything you want \nYou were all I wanted \nAll my dreams have fallen down \nCrawling round and
2196,2196-4,round and round \n\nSomebody save me \nLet your waters break right through
2196,2196-5,"\nSomebody save me \nI don't care how you do it \nJust save ,"
2196,2196-6,save \nCome on
2196,2196-7,\nI've been waiting for you
2197,2197-0,A TRUE FRIEND doesn't care if
2197,2197-1,"your house is untidy ,"
2197,2197-2,"your car makes funny noises ,"
2197,2197-3,if you only have $5.00 in
2197,2197-4,"the bank this week , or that your family isn't perfect ...."
2197,2197-5,they love you as
2197,2197-6,you are !!!
2197,2197-7,A TRUE FRIEND can go long periods if
2197,2197-8,time without speaking and
2197,2197-9,never question their friendship .
2197,2197-10,REPOST if
2197,2197-11,you are lucky enough to
2197,2197-12,have at least one true friend !!!
2198,2198-0,am so
2198,2198-1,mean and i mean it ..
2198,2198-2,hahahaha
2199,2199-0,not coming school 2moro\ngoing overseas !!!!!!!!!
2199,2199-1,\nlike if
2199,2199-2,you're gonna miss me
2199,2199-3,;p
2199,2199-4,\njks
2199,2199-5,im not but
2199,2199-6,still not coming
2199,2199-7,:p
2200,2200-0,4more hours 2 the great outing !!!!!!!
2200,2200-1,CANT WAIT
2200,2200-2,X
2200,2200-3,)
2201,2201-0,Sad for the loss of a friend and a boss ...
2201,2201-1,wish I had known he was going through a hard time .
2201,2201-2,:(
2202,2202-0,PPL !!!
2202,2202-1,PUT IN UR VOTES FOR ME ON CHUBBY SCENES !!!!!
2203,2203-0,Farmville friends !
2203,2203-1,I only need two more harnesses for my stable .
2203,2203-2,Please help .
2204,2204-0,ANONYMIZED_NAME : We are all here because
2204,2204-1,we are not all there .
2205,2205-0,g i hate hmwk any one want to
2205,2205-1,do my hmwk for free !!!!!!!!??????
2206,2206-0,Clearsprings is the devil ...
2207,2207-0,I wish I had a crown to
2207,2207-1,wear with my costume tomorrow .
2207,2207-2,/lesigh
2208,2208-0,"One of the hardest , most painful , soul-wrecking things you can do ,"
2208,2208-1,is watch the one you love loving someone else ...........
2208,2208-2,<3
2208,2208-3,<3
2208,2208-4,<3
2209,2209-0,ANONYMIZED_NAME and I have a love/hate relationship ...
2210,2210-0,merry christmas and a prosperous new year to all .
2211,2211-0,Only a few weeks left of this term .
2211,2211-1,Fall is almost over ...
2211,2211-2,:o
2211,2211-3,( But < maybe i'll be able to
2211,2211-4,control myself .
2211,2211-5,Lol !
2211,2211-6,Winter Term i get to
2211,2211-7,use the same books !
2211,2211-8,A little good new is better than bad news !
2212,2212-0,Alone time with the Mrs. Going to
2212,2212-1,see ANONYMIZED_NAME's Big Happy family tonight .
2212,2212-2,If you get a chance show the man some love .
2213,2213-0,I love this oatmeal and shea butter lotion .
2213,2213-1,The winter has been slaughtering my poor wittle hands .
2213,2213-2,Sad pandar .
2214,2214-0,"rain , lots of rain ."
2214,2214-1,"coffee , lots of coffee"
2215,2215-0,"Brownies Brownies , my math class gets BROWNIES and"
2215,2215-1,I get a hundred ...
2215,2215-2,WOO !
2216,2216-0,"just can't hide the pain ... """""
2217,2217-0,Remember the titans
2217,2217-1,<3
2218,2218-0,So i totally did the wrong assignment ....
2218,2218-1,didn't discover that until
2218,2218-2,"30 mins until it was due ,"
2218,2218-3,Thankfully the one i did was next
2218,2218-4,weeks and it was built off this weeks ..
2218,2218-5,little reverse engineering and skimmed it in
2218,2218-6,with 10 minutes to spare .
2219,2219-0,Umm ...
2219,2219-1,do i noe a ANONYMIZED_NAME ANONYMIZED_NAME im really bad with names lol
2220,2220-0,sick of crying tird of
2220,2220-1,trying yeah m smiling but
2220,2220-2,", inside um dying ..."
2221,2221-0,"All the time he's boxing ,"
2221,2221-1,he's thinking .
2221,2221-2,"All the time he was thinking ,"
2221,2221-3,I was hitting him .
2222,2222-0,I could really use a wish right now
2223,2223-0,Wont have internet for a few weeks ........
2223,2223-1,im completely annoyed with this trailer
2223,2223-2,:)
2224,2224-0,finally got the ear ring removed that was stuck in my ear for 19 years ...
2225,2225-0,I received the first draft of my Patent application today .
2225,2225-1,"Happy Birthday to me , Happy Birthday to me !"
2226,2226-0,Most terrible pick-up line ever : \nHi my name's ANONYMIZED_NAME
2227,2227-0,"Happy New Year to all my friends , members , families ."
2227,2227-1,"The past shall not be forgotten ,"
2227,2227-2,the present shall be cherished and
2227,2227-3,the future will be in 2010 hahahaha
2228,2228-0,Homeward Bound ..
2228,2228-1,Thanks for all the happy birthdays !
2228,2228-2,:)
2229,2229-0,"The positive thinker sees the invisible ,"
2229,2229-1,"feels the intangible ,"
2229,2229-2,and achieves the impossible .
2230,2230-0,Happy thanksgiving to all !!
2230,2230-1,We might not have everything we want but
2230,2230-2,we have more than
2230,2230-3,enough to be thankful for .
2230,2230-4,Have a great day everybody .
2231,2231-0,I hearty thanks to all my buds wishing me 4 my bday .
2231,2231-1,You guys ROCK !!
2232,2232-0,forgot how great Shane Nicolson's music is .
2233,2233-0,is trying to
2233,2233-1,decide what to
2233,2233-2,do tomorrow . . .
2233,2233-3,it will probably end up with
2233,2233-4,reading and
2233,2233-5,"watching doctor who again , just like today ."
2233,2233-6,Maybe I'll wear a party hat . . .
2233,2233-7,Yeah .
2233,2233-8,That would be nice .
2234,2234-0,is listening to -Ya 3alem ( ANONYMIZED_URL )
2235,2235-0,Whats that i hear ? Best song ever ? ANONYMIZED_URL
2236,2236-0,ok - found an old cd with
2236,2236-1,all photos on - phew ( except for a few recent ones ) .
2237,2237-0,ANONYMIZED_NAME ( my dog ) just came out of
2237,2237-1,"surgery , and my wife goes in for knee surgery next week ..."
2237,2237-2,:(
2238,2238-0,took the day off
2238,2238-1,figuring i'd be hungover ...
2238,2238-2,turns out i was in
2238,2238-3,bed before midnight on my birthday and now i have the day to
2238,2238-4,actually get some things done !
2239,2239-0,Really not happy about what the spoilers are saying for The Bachelor ...!
2240,2240-0,another year for me ..
2241,2241-0,Finished !
2241,2241-1,Done with grad school !!!!!
2241,2241-2,All I have left to
2241,2241-3,do is walk across the stage .
2241,2241-4,:)
2242,2242-0,cant wait for skiing .
2242,2242-1,group that means you .
2243,2243-0,Would like to
2243,2243-1,inform people that
2243,2243-2,a vampire looks like
2243,2243-3,"a boomer from L4D , excepct it drinks blood and"
2243,2243-4,sleeps in a cofin ...
2243,2243-5,Anyone who thinks they are romantic is gay !
2244,2244-0,"In life we are given only a few d o-o vers ,"
2244,2244-1,so take them .
2244,2244-2,Make your life the greatest it can be .
2244,2244-3,"smell the rain ,"
2244,2244-4,look at
2244,2244-5,the sunset with the one you care for
2244,2244-6,"and be your self ,"
2244,2244-7,don't be the one who stays in a hole their whole life .
2244,2244-8,Explore !!
2245,2245-0,Today an Afghan child named Abass will be executed by
2245,2245-1,Iranian government because he killed an Iranian who attempted to
2245,2245-2,rape him !
2245,2245-3,Say NO to
2245,2245-4,child execution !
2245,2245-5,"Everyone , please copy this to"
2245,2245-6,your status for at least 2-3 hours to honor this child and
2245,2245-7,condemn this barbaric rule !
2246,2246-0,playing on
2246,2246-1,the wii i got for my bday !!
2247,2247-0,"Hanging with ANONYMIZED_NAME and ANONYMIZED_NAME ,,,"
2247,2247-1,I love them .
2247,2247-2,( : nine days .....!
2247,2247-3,Im pretty sure everyone knows what im talking about
2247,2247-4,because I go around
2247,2247-5,school saying nine days
2247,2247-6,(:
2248,2248-0,summer vaccation from today ;;
2248,2248-1,Back to ANONYMIZED_LOCATION ..
2248,2248-2,period of rest till 1st June
2249,2249-0,isn't feeling too good .
2249,2249-1,I blame the Bloomin ' Onion .
2249,2249-2,"Also , ANONYMIZED_NAME needs to"
2249,2249-3,learn to
2249,2249-4,keep her hands to herself !
2250,2250-0,got to
2250,2250-1,sleep in til 8am !
2250,2250-2,This doesn't happen often
2250,2250-3,:)
2251,2251-0,"Babies are asleep ,"
2251,2251-1,now big ones getting off the bus ...
2251,2251-2,lol .
2251,2251-3,Peace and quiet ? What is that ? LOL
2252,2252-0,about to go get my hair trimmed ......
2252,2252-1,luvin my short hair
2253,2253-0,can hear scratching in the walls ....
2254,2254-0,Saw some pretty unique costumes on friday at school .
2254,2254-1,"The original spirit of halloween may be gone ,"
2254,2254-2,but I still get a kick out
2254,2254-3,of the things some people wear .
2255,2255-0,So last week I learned that driving a forklift is awesome .
2255,2255-1,Today I learned that riding a forklift is pretty much 15 times awesomer .
2256,2256-0,"well , im already through"
2256,2256-1,watching american idol this year .
2256,2256-2,there was a young chick with
2256,2256-3,soem kind of speach impediment that outsang everyone and
2256,2256-4,"she got cut ,"
2256,2256-5,"so once again , it proves its a staged show"
2257,2257-0,We are shaped by
2257,2257-1,our thoughts ; we become what we think .
2257,2257-2,"When the mind is pure ,"
2257,2257-3,joy follows like
2257,2257-4,a shadow that never leaves .
2257,2257-5,\nBetter than
2257,2257-6,"a thousand hollow words , is one word that"
2257,2257-7,brings peace .
2258,2258-0,Was doing what I usually do when
2258,2258-1,I only have a couple minutes of
2258,2258-2,free time but don't want to
2258,2258-3,just sit and
2258,2258-4,do nothing or something productive : stumble-upon .
2258,2258-5,"While doing this ,"
2258,2258-6,I ran into
2258,2258-7,a random Tumblr account that blew my mind .
2258,2258-8,The name of this british girl's account was ' prettbooks ' and
2258,2258-9,it was all about
2258,2258-10,the beauty that books and reading gives those of
2258,2258-11,us that are willing to
2258,2258-12,accept their invitation .
2259,2259-0,Seems like
2259,2259-1,"every saturday , I running into my friends"
2260,2260-0,Note to self : When enrolled in
2260,2260-1,"classes entitled Statistical Physics "" and"
2260,2260-2,""" Intro to"
2260,2260-3,"Quantum Physics "" DO NOT wait until"
2260,2260-4,the night before homework is due to
2260,2260-5,crack open the books .
2260,2260-6,Finally finished homework for
2260,2260-7,both classes and now it's time for some sleep .
2260,2260-8,""""
2261,2261-0,is contemplating posting some of her art on here ...
2261,2261-1,and just reminded herself that
2261,2261-2,she has a school art project to
2261,2261-3,finish .
2261,2261-4,-.-'
2261,2261-5,What do you guys think ?
2262,2262-0,is going off meat .
2262,2262-1,hurruh for veges !
2263,2263-0,i feel like
2263,2263-1,everything i do is wrong
2264,2264-0,Anything fun going on
2264,2264-1,this weekend ? I've been cooped up for far too long !
2265,2265-0,"Dear Creative Writing , \nYou can suck it ."
2265,2265-1,"\nLove , \nSam"
2265,2265-2,xoxo
2266,2266-0,Just got a new laptop .
2266,2266-1,Having fun testing it out .
2267,2267-0,A friend is someone who loves you when
2267,2267-1,you forget to
2267,2267-2,love yourself .......
2267,2267-3,I miss my friends .
2268,2268-0,Chance is playing his new game for
2268,2268-1,"xbox halo 3 , hopefuly this one will keep him busy for awhile ."
2269,2269-0,just came to
2269,2269-1,"the realization that his birthday , along with the Upcoming April Holiday ( you know which one ..."
2269,2269-2,) call for operation codename BROWNIES
2269,2269-3,:)
2270,2270-0,Like this if u have an attached head .
2271,2271-0,I dont want to work anymore ...
2271,2271-1,thats it ...
2271,2271-2,just dont want to
2272,2272-0,Is definitelt not ready for school tomorrow ...
2273,2273-0,Life - It ain't for the faint of heart
2274,2274-0,This dude on American idol is crazy !!!!
2274,2274-1,How are you gonna get put out
2274,2274-2,of the audition because u won't stop singing and
2274,2274-3,cuss people out
2274,2274-4,because you suck !
2274,2274-5,Why is he still
2274,2274-6,singing in the parking lot lol !!
2275,2275-0,"I accept random friend requests ,"
2275,2275-1,but I don't send any .
2276,2276-0,Whats on
2276,2276-1,my mind ? My brothers suck .
2277,2277-0,What would you trade in
2277,2277-1,"your freedoms for ? Better health care , laws to protect you from"
2277,2277-2,"terrorism , or to be alive with your eyes wide shut ?"
2278,2278-0,thinking about
2278,2278-1,all the people i knew who are now in
2278,2278-2,"danger , be safe everyone"
2279,2279-0,Happy Birthday to me !
2279,2279-1,Fee waivers from ANONYMIZED_NAME and ANONYMIZED_NAME Law Schools !!
2280,2280-0,Trying To
2280,2280-1,Keep A Strong Mind About Things .
2280,2280-2,I Am Have Alot Of Trouble With My Oldest Daughters Right Now .
2280,2280-3,They Are Really Getting Out Of Hand .
2280,2280-4,They Are Going To Far With Things .
2280,2280-5,It Has Gotten To
2280,2280-6,They Point To Where They Are Almost Ready To
2280,2280-7,Try And
2280,2280-8,Fight Back When
2280,2280-9,The Get Corrected .
2280,2280-10,This Has Gotta Stop Now .
2281,2281-0,Driving through
2281,2281-1,"a Swiss city one day , ANONYMIZED_NAME ANONYMIZED_NAME suddenly\n pointed out"
2281,2281-2,"of the car window and said ,"
2281,2281-3,That is the most frightening\n sight I have ever seen .
2281,2281-4,""" His companion was surprised to"
2281,2281-5,see nothing\n more alarming than a priest in conversation with a little boy
2282,2282-0,A human being cannot imagine not existing .
2282,2282-1,"We can imagine our body not being alive ,"
2282,2282-2,but we simply cannot imagine not existing .
2282,2282-3,You have always existed because
2282,2282-4,you are a part of of a creation .
2283,2283-0,Argh !
2283,2283-1,Anybody online have a few minutes to
2283,2283-2,read my personal statement for
2283,2283-3,my grad school application and tell me what's missing or
2283,2283-4,needs to
2283,2283-5,be changed ? It's not very long and
2283,2283-6,it's due tonight at midnight .
2284,2284-0,The picture is representing my ANONYMIZED_NAME online character !
2284,2284-1,I play on ANONYMIZED_NAME Server .
2285,2285-0,seriously ....
2285,2285-1,enough of this blizzard sh*t . .
2285,2285-2,Summer just needs to
2285,2285-3,get here already ....
2285,2285-4,I miss the heat !!
2286,2286-0,has just escaped from willys chocolate factory !
2287,2287-0,For the Lord is the Spirit
2288,2288-0,Thanks for all the B'day wishes peepz !
2288,2288-1,Really appreciate that
2288,2288-2,u guys remembered ( tho
2288,2288-3,there is a feature on facebook for reminders
2288,2288-4,;)
2288,2288-5,and i know abt it lol ) Cheerz !
2288,2288-6,Have fun !
2289,2289-0,Our friends from pennsylvania were visiting and
2289,2289-1,just left
2289,2289-2,:(
2289,2289-3,we went to
2289,2289-4,this fancy beach club and the getty villa and thai food yesterday and it was fun !!
2290,2290-0,Finally got a picture up ...
2291,2291-0,I got a blackberry this is mypin : ANONYMIZED_ALPHANUMERIC
2292,2292-0,My house is under construction
2292,2292-1,:(
2292,2292-2,They started installing new windows 2day and
2292,2292-3,weren't able to
2292,2292-4,finish .
2292,2292-5,My furniture is all pushed to
2292,2292-6,the middle of the room in every room and I don't have any blinds or curtains for half my windows !
2293,2293-0,Any one else watching the Pacquiao fight 2night ?
2294,2294-0,MORE SNOW ...
2294,2294-1,TONIGHT ...
2294,2294-2,WILL IT EVER END ???
2295,2295-0,PUT\n THIS AS
2295,2295-1,"YOURSTATUS AND SEE WHAT PEOPLE RATE YOU 1 = crazy ,"
2295,2295-2,"2=i'd \nmarry you ,"
2295,2295-3,"3 = talkative , 4 = sarcastic , 5 = i miss you ,"
2295,2295-4,"6 = freak \n , 7 = moody , 8 = dumb , 9 = mouthy , 10 = spoiled , 11 = random , 12 = hot , \n13 = funny , 14 = fit , 15 = amazing , 16 = tough , 17 = cute , 18 = ..."
2295,2295-5,"BF\\GF \ntype , 19 = i love you"
2296,2296-0,I just got back from shopping at ANONYMIZED_NAME .
2296,2296-1,"The stack of books on my desk is now a precarious 23 1/2 inches high ,"
2296,2296-2,which for any who are unable or
2296,2296-3,unwilling to do the math is a 1/2 inch away from 2 feet .
2296,2296-4,And this is only the books that
2296,2296-5,won't fit in
2297,2297-0,Thinks ANONYMIZED_NAME looks sooo cute when
2297,2297-1,he is not screaming 8 ) Mommy decided to
2297,2297-2,let him fuss for
2297,2297-3,a few minutes at 4 this morning instead of going into his room .
2297,2297-4,He took his pillow and
2297,2297-5,blanket and laid down next
2297,2297-6,to the gate and fell asleep .
2297,2297-7,He looked sooo cut
2298,2298-0,Chrome > Firefox > Others > Explorer
2299,2299-0,stay happy and
2299,2299-1,stay drunk !
2300,2300-0,Praises confuse the enemy
2301,2301-0,Can't sleep ...
2301,2301-1,ugh !
2301,2301-2,I don't know how I feel about this ...
2302,2302-0,No one should die because
2302,2302-1,"they cannot afford health care ,"
2302,2302-2,and no one should go broke because
2302,2302-3,they get sick .
2302,2302-4,"If you agree ,"
2302,2302-5,please post this as your status for the rest of the day .
2303,2303-0,WHERE THE HELL IS ROOM LLA-2 !?!?!?!
2304,2304-0,Come to
2304,2304-1,think of
2304,2304-2,"it , i don't think i've ever heard my dog laugh ....."
2305,2305-0,Just sitting at
2305,2305-1,home taking some much needed relaxing time .
2306,2306-0,U can send me a message on
2306,2306-1,here or call me or
2306,2306-2,email me at ANONYMIZED_ALPHANUMERIC@yahoo.com .
2306,2306-3,There will be no illegal activity going on
2306,2306-4,in any way and if anyone tries to
2306,2306-5,do illegal activities will b aske to
2306,2306-6,leave the group .
2306,2306-7,North Carolina is working on
2306,2306-8,getting it so
2306,2306-9,its time we try .
2307,2307-0,Is going to the beach .
2307,2307-1,Ughh so hot !
2308,2308-0,"so much to do ,"
2308,2308-1,so much to say .
2308,2308-2,My mind is full .
2308,2308-3,Owwwwwwww !!
2309,2309-0,one week and I'm back in ANONYMIZED_LOCATION !
2310,2310-0,thinking of
2310,2310-1,deleting some friends on facebook coz of their annouying statuses ..
2310,2310-2,we don't need to
2310,2310-3,know every little detail of your life guys !
2311,2311-0,So what if you can see the darkest side of
2311,2311-1,"me , no one will ever change this animal i have become ,"
2311,2311-2,"help me believe it's not the real me ,"
2311,2311-3,somebody help me tame this animal !
2311,2311-4,(8
2311,2311-5,)
2312,2312-0,"lol , i skipped skool 2day by"
2312,2312-1,"fakin a cough YAY !,"
2312,2312-2,"i hope i can do it again tommoro ,"
2312,2312-3,or i come tomoro to skoo and face shalini
2312,2312-4,O_O
2312,2312-5,AAAAAAAAA !!!!!
2312,2312-6,the horrer pls guys give me some tips to
2312,2312-7,pull this off pls pls pls .....
2313,2313-0,@ FIA GT1 World Racing Championship .
2313,2313-1,Its no fun
2313,2313-2,:(
2314,2314-0,I LAUGH AT
2314,2314-1,"FEBLE ACTION SUCH AS LAZINESS , BRIDGE BURNING , AND INCOMPETENCE ."
2315,2315-0,"Oh man , Saturday is gonna be sunny ."
2315,2315-1,Radical .
2316,2316-0,Just stickin ' and
2316,2316-1,wackin ' .....
2316,2316-2,Yeah .....
2317,2317-0,"The ups and the downs and you still didn't leave ,"
2317,2317-1,i guess that
2317,2317-2,you saw what nobody could see !
2317,2317-3,:)
2318,2318-0,Why does it feel like high school all over again ....
2318,2318-1,?
2319,2319-0,is about
2319,2319-1,to go practice up
2319,2319-2,"a storm , and there has been plenty of that here in virginia beach ."
2319,2319-3,I do believe I see the sun now !
2319,2319-4,Thanks again to all for your birthday wishes !
2320,2320-0,a good friend will help you be happy when
2320,2320-1,you are sad ...
2320,2320-2,but a GREAT friend will already be breaking the neck of
2320,2320-3,the person who made you sad
2320,2320-4,:)
2321,2321-0,sad times tomorrow
2321,2321-1,:(
2322,2322-0,happy aq ngaun ........
2322,2322-1,first tym maka-first sa math quiz bee yeepee
2323,2323-0,wow i just got in a car accident .
2323,2323-1,stupid deer .
2324,2324-0,Quick survey : Do you guys think Avatar is inappropriate for
2324,2324-1,A 6-8 year old ? ( Please use your mental muscle instead
2324,2324-2,of just going off the rating ..
2324,2324-3,lol )
2325,2325-0,ahhh spicy chicken ramen noodles ...
2325,2325-1,thats where its at
2326,2326-0,"What a great day snow day , except for"
2326,2326-1,there was kinda no snow ...
2327,2327-0,Exams were surprisingly easy
2328,2328-0,"ANONYMIZED_NAME caught a cold ,"
2328,2328-1,she feels awful
2328,2328-2,:(
2329,2329-0,has been reading about
2329,2329-1,the woeful standards of science education in the U.S. But when a state ( i.e. Texas ) decides to
2329,2329-2,include assignments such as complete a job application from the perspective of an isotope_Ç¢__ÇÇ¢___
2330,2330-0,The only people for me are the mad ones
2331,2331-0,Thanks for the happy birhtdays !
2331,2331-1,I appreciate that .
2331,2331-2,It's been pretty good these past few days .
2331,2331-3,LIFE IS GOOD .
2332,2332-0,i saw eclipse today and
2332,2332-1,it was AWESUM !!!!
2332,2332-2,it was pretty sweet
2332,2332-3,:D
2333,2333-0,* sigh * End of a 4 day weekend .
2333,2333-1,Kids now officially have music on
2333,2333-2,"their MP3 players , and I don't think they have ever been so quiet !"
2333,2333-3,Music really can tame the savage beast ...
2334,2334-0,What Matters is What U Believe ............
2335,2335-0,I'm around a 10.5 !!!
2336,2336-0,hey guyz ..
2336,2336-1,m going green ...
2336,2336-2,send me trees on FV
2337,2337-0,Fina get on Da phone with him
2337,2337-1,:)
2337,2337-2,hope I'm makin Da right decision ......
2337,2337-3,night fb !
2338,2338-0,is enjoying his day off .
2339,2339-0,"Ok , strange question .."
2339,2339-1,does anybody see or
2339,2339-2,communicate with spirits ?
2340,2340-0,"My thought of the day-If you always do what you always did ,"
2340,2340-1,you'll always get what you always got !
2341,2341-0,back to bkk
2342,2342-0,"Biology , can we just get along"
2342,2342-1,"for once ? You know ,"
2342,2342-2,agree to
2342,2342-3,disagree ?
2343,2343-0,I successfully completed inpatient rehab !!!
2343,2343-1,ANONYMIZED_NAME ANONYMIZED_NAME ftw !!
2344,2344-0,Does anyone know of anyspot in Atlantic City tonight ?
2345,2345-0,afraid of what will happen next .....
2345,2345-1,i think i need to
2345,2345-2,get out sooner before
2345,2345-3,its really too late .....
2345,2345-4,will miss you mam glo ....
2345,2345-5,may good karma sau at
2345,2345-6,may bad karma s knya .....
2345,2345-7,your a brave girl .....
2345,2345-8,love you girl .....
2345,2345-9,ANONYMIZED_NAME ANONYMIZED_NAME STING MGA NATITIRANG SURVIVORS HEHEHE ....
2345,2345-10,MAY SUSUNOD KYA ......
2346,2346-0,ANONYMIZED_NAME's over
2346,2346-1,(:
2347,2347-0,had a great night
2347,2347-1,^_^
2348,2348-0,Off to ANONYMIZED_NAME reception for his entry into the ANONYMIZED_NAME ANONYMIZED_NAME ANONYMIZED_NAME ANONYMIZED_NAME show .
2348,2348-1,I am so proud of my blondie !
2349,2349-0,is so excited for tonight !
2349,2349-1,:)
2350,2350-0,WWWWOOOOOOOO HHHHHOOOOOO SAINTS WON !!!!
2350,2350-1,AWESOME JOB !!!!!!!!
2351,2351-0,listening to
2351,2351-1,music and relaxin'!it doesn't get any better
2352,2352-0,is sad because
2352,2352-1,the dynamic 4 will be separated next term !!!
2352,2352-2,:((
2353,2353-0,I am so proud of my babies .
2353,2353-1,Both of them had straight A's on their report card !!!
2354,2354-0,Is butter a carb ??
2354,2354-1,""""
2354,2354-2,:')
2354,2354-3,""""
2355,2355-0,work experience in the courts !!!!
2355,2355-1,FUN !
2356,2356-0,Y cnt life be simple wit
2356,2356-1,no shades of gray it either is or
2356,2356-2,it isnt
2357,2357-0,Wishin i was WoWing right now .....
2358,2358-0,The golden rule is : people who possess gold make all the rules ........!
2359,2359-0,Happy Veterans Day and Thank you !!
2360,2360-0,constantly has music playing through his head ....
2360,2360-1,mostly modest mouse and the beatles ....
2361,2361-0,is mad at
2361,2361-1,his immune system for being crappy and
2361,2361-2,starting to
2361,2361-3,lose a 3 week long war with a cold .
2362,2362-0,"Dear Haiti , Sorry about the recent tragedy with a natural disaster , our prayers are with you ."
2362,2362-1,Unfortunately the United States of America is having some difficult time ourselves .
2362,2362-2,Call China they have a lot of people and monatary value .
2362,2362-3,Hope you understand .
2362,2362-4,"Sorry for your troubles , we as Americans do sympathize with your country ."
2362,2362-5,Much love !
2363,2363-0,Having my new Mac- best new of the month !!!!
2364,2364-0,I hate that
2364,2364-1,the radio starts playing christmas music in the middle of November ...
2365,2365-0,is wondering why I can't get some time off
2365,2365-1,since it is my birthday ...
2365,2365-2,"Oh wait ,"
2365,2365-3,I am next
2365,2365-4,week to pick up the roommate !
2365,2365-5,"See ,"
2365,2365-6,"just give me a few ,"
2365,2365-7,I will figure it out ...
2365,2365-8,generally .
2366,2366-0,Meetings ALL day !
2366,2366-1,* sarcastic YAY *
2367,2367-0,"Just a note : the roads are icy ,"
2367,2367-1,passing someone on
2367,2367-2,"a frozen , two-lane bridge while talking on"
2367,2367-3,your cell phone is NOT RECOMMENDED !!!
2368,2368-0,thinks ANONYMIZED_NAME is turning yellow with
2368,2368-1,the amount of bud he consumes
2369,2369-0,to all my choir buddys ...
2369,2369-1,im sorry to
2369,2369-2,say i might be leaving the choir ...
2369,2369-3,i have alot on
2369,2369-4,my mind and alot going on
2369,2369-5,in life that i need to
2369,2369-6,straighten out ...
2369,2369-7,if i do leave i wanna say good luck to
2369,2369-8,all of you and you have my suport 100% ...
2369,2369-9,and also i want to
2369,2369-10,apologize for
2369,2369-11,not giving it my best the past few weeks ...
2369,2369-12,im sorry
2370,2370-0,Brave new concept : The House of Representatives is going to
2370,2370-1,read the Constitution before
2370,2370-2,the ceremonial swearing in today .
2371,2371-0,Zumba kicked my ass tonite !
2371,2371-1,My legs feel like J-E-L-L-O ............
2371,2371-2,night everyone !
2372,2372-0,tommmorroow night
2372,2372-1,:)
2372,2372-2,pleasee dont rain
2372,2372-3,:)
2373,2373-0,LORD I AM SORRY FOR
2373,2373-1,ALL THE MESS AND PAIN I HAVE CAUSED U AND OTHERS .
2373,2373-2,LORD COME INTO
2373,2373-3,MY LIFE AND SAVE ME TO
2373,2373-4,THE UPMOST AND LORD PLZ MAXIMIZE MY SEASON FOR 2011 .
2373,2373-5,AMEN
2374,2374-0,thinks that temporary heroes is an awesome band
2375,2375-0,is thinkin on
2375,2375-1,passin out or not
2376,2376-0,HAPPY VALENTINES DAY 2 ALL .....
2376,2376-1,<3
2376,2376-2,\nSPREAD D MAGIC OF LOVE !!
2376,2376-3,:)
2377,2377-0,why are there so
2377,2377-1,little quiz for me to take ?!!!...
2378,2378-0,says : BLAH .
2378,2378-1,""" Studying for"
2378,2378-2,chemistry is VERY tedious .....
2378,2378-3,To anyone in ANONYMIZED_NAME
2379,2379-0,Turtles FIGHT with HONOR !!!
2379,2379-1,> : D
2380,2380-0,watching 5yr old girls playing soccer is so funny ...
2380,2380-1,they cant stop giggling as
2380,2380-2,their kicking the ball down field !
2380,2380-3,ANONYMIZED_NAME is doing great !
2381,2381-0,is enjoying what life has offered
2381,2381-1,:)
2382,2382-0,ANONYMIZED_NAME has been updated for the clown
2383,2383-0,Thank you for
2383,2383-1,the great times I had .
2383,2383-2,And thank you for
2383,2383-3,being so honest with me .
2383,2383-4,\nThank you .
2384,2384-0,My wife came home today .
2384,2384-1,They couldn't find a definite cause
2384,2384-2,"for what happened ,"
2384,2384-3,but they are saying it was a possible TIA which is a decrease in blood to an area of the brain rather than a total blockage like in a stroke .
2384,2384-4,She is still
2384,2384-5,"showing symptoms ,"
2384,2384-6,but that seems to
2384,2384-7,be getting better .
2384,2384-8,Sometime I wonder why they don't try to
2384,2384-9,find out why it's happinig rather
2384,2384-10,than treating symptoms .
2385,2385-0,See One Thing Is I got The World As
2385,2385-1,my Witness No one Is the judge Of
2385,2385-2,the Acts I commit I seek to
2385,2385-3,Dwell in
2385,2385-4,A mind That no Longer Rides I sit And
2385,2385-5,Wait For
2385,2385-6,My Release So anything You Do as
2385,2385-7,act Against
2385,2385-8,Is my Next Step To True Freedom
2386,2386-0,Drinking Camomille tea and
2386,2386-1,going to
2386,2386-2,"watch Naruto Shippuden ,"
2386,2386-3,isn't life great ..?
2386,2386-4,:D
2387,2387-0,I'm not racist .
2387,2387-1,Racism is a crime and
2387,2387-2,crime is for black people .
2388,2388-0,I do not hav tym for
2388,2388-1,"20/20 cricket , thats baseball not cricket ."
2389,2389-0,hhmmppfff ...
2389,2389-1,what to do today ???
2390,2390-0,Situations providing enough impetus to my agitated mind ..
2390,2390-1,do not know which I would lay my hands on first ..
2390,2390-2,no prioritisation grid is applicable here ..
2390,2390-3,but there is acute urgency ..
2390,2390-4,I have to
2390,2390-5,address each of them with utmost sincerity ..
2391,2391-0,This kid at his worst mood .....
2391,2391-1,"Sometimes , things don't turn into"
2391,2391-2,what he wants ....
2391,2391-3,Have to
2391,2391-4,cool his head for a moment ....
2392,2392-0,enjoys the sight of guns
